County	Scientific.Name	Common.Name	Year.Last.Documented	Taxonomic.Subgroup	Taxonomic.Group	NY.Listing.Status
Essex	Picoides arcticus	Black-backed Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Essex	Picoides dorsalis	American Three-toed Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Essex	Picoides pubescens	Downy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Essex	Picoides villosus	Hairy Woodpecker	2005	Woodpeckers	Birds	Protected Bird
Essex	Sphyrapicus varius	Yellow-bellied Sapsucker	2005	Woodpeckers	Birds	Protected Bird
Essex	Cardellina canadensis	Canada Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Cardellina pusilla	Wilson's Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Geothlypis philadelphia	Mourning Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Geothlypis trichas	Common Yellowthroat	2005	Wood-Warblers	Birds	Protected Bird
Essex	Mniotilta varia	Black-and-white Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Oreothlypis peregrina	Tennessee Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Oreothlypis ruficapilla	Nashville Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Parkesia motacilla	Louisiana Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
Essex	Parkesia noveboracensis	Northern Waterthrush	2005	Wood-Warblers	Birds	Protected Bird
Essex	Seiurus aurocapilla	Ovenbird	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga americana	Northern Parula	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga caerulescens	Black-throated Blue Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga coronata	Yellow-rumped Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga discolor	Prairie Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga fusca	Blackburnian Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga magnolia	Magnolia Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga palmarum	Palm Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga pensylvanica	Chestnut-sided Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga petechia	Yellow Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga pinus	Pine Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga ruticilla	American Redstart	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga striata	Blackpoll Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga tigrina	Cape May Warbler	2003	Wood-Warblers	Birds	Protected Bird
Essex	Setophaga virens	Black-throated Green Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Vermivora chrysoptera	Golden-winged Warbler	2005	Wood-Warblers	Birds	Special Concern
Essex	Vermivora cyanoptera	Blue-winged Warbler	2005	Wood-Warblers	Birds	Protected Bird
Essex	Cistothorus palustris	Marsh Wren	2005	Wrens	Birds	Protected Bird
Essex	Cistothorus platensis	Sedge Wren	2001	Wrens	Birds	Threatened
Essex	Thryothorus ludovicianus	Carolina Wren	2005	Wrens	Birds	Protected Bird
Essex	Troglodytes aedon	House Wren	2005	Wrens	Birds	Protected Bird
Essex	Troglodytes hiemalis	Winter Wren	2005	Wrens	Birds	Protected Bird
Essex	Oeneis jutta	Jutta Arctic	2009	Butterflies and Skippers	Butterflies and Moths	not listed
Essex	Catocala dulciola	Quiet or Sweet Underwing	NA	Moths	Butterflies and Moths	not listed
Essex	Eacles imperialis imperialis	Imperial Moth	2014	Moths	Butterflies and Moths	not listed
Essex	Xylena thoracica	Acadian Swordgrass Moth	1988	Moths	Butterflies and Moths	not listed
Essex	Coenagrion interrogatum	Subarctic Bluet	2011	Damselflies	Dragonflies and Damselflies	not listed
Essex	Lestes unguiculatus	Lyre-tipped Spreadwing	NA	Damselflies	Dragonflies and Damselflies	not listed
Essex	Cordulegaster erronea	Tiger Spiketail	NA	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Gomphus quadricolor	Rapids Clubtail	2006	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Lanthus vernalis	Southern Pygmy Clubtail	NA	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Nasiaeschna pentacantha	Cyrano Darner	NA	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Ophiogomphus anomalus	Extra-striped Snaketail	2014	Dragonflies	Dragonflies and Damselflies	Special Concern
Essex	Ophiogomphus aspersus	Brook Snaketail	2014	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Ophiogomphus colubrinus	Boreal Snaketail	2013	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Progomphus obscurus	Common Sanddragon	1996	Dragonflies	Dragonflies and Damselflies	Special Concern
Essex	Somatochlora albicincta	Ringed Emerald	NA	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Somatochlora cingulata	Lake Emerald	2013	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Somatochlora forcipata	Forcipate Emerald	2014	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Somatochlora franklini	Delicate Emerald	2014	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Somatochlora incurvata	Incurvate Emerald	2014	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Somatochlora kennedyi	Kennedy's Emerald	2010	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Somatochlora minor	Ocellated Emerald	2013	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Stylurus notatus	Elusive Clubtail	1939	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Sympetrum danae	Black Meadowhawk	2015	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Williamsonia fletcheri	Ebony Boghaunter	NA	Dragonflies	Dragonflies and Damselflies	not listed
Essex	Ammocrypta pellucida	Eastern Sand Darter	2015	Darters and Sunfishes	Fish	Threatened
Essex	Etheostoma exile	Iowa Darter	NA	Darters and Sunfishes	Fish	not listed
Essex	Sander canadensis	Sauger	1990	Darters and Sunfishes	Fish	Game with open season
Essex	Chrosomus neogaeus	Finescale Dace	NA	Minnows, Shiners, Suckers	Fish	not listed
Essex	Couesius plumbeus	Lake Chub	NA	Minnows, Shiners, Suckers	Fish	not listed
Essex	Notropis bifrenatus	Bridle Shiner	2015	Minnows, Shiners, Suckers	Fish	not listed
Essex	Notropis heterodon	Blackchin Shiner	1993	Minnows, Shiners, Suckers	Fish	not listed
Essex	Notropis heterolepis	Blacknose Shiner	NA	Minnows, Shiners, Suckers	Fish	not listed
Essex	Hiodon tergisus	Mooneye	2000	Mooneyes	Fish	Threatened
Essex	Prosopium cylindraceum	Round Whitefish	2009	Salmon and Trout	Fish	Endangered
Essex	Acipenser fulvescens	Lake Sturgeon	NA	Sturgeons and Paddlefish	Fish	Threatened
Essex	Lasionycteris noctivagans	Silver-haired Bat	NA	Bats	Mammals	not listed
Essex	Myotis leibii	Eastern Small-footed Myotis	1999	Bats	Mammals	Special Concern
Essex	Myotis septentrionalis	Northern Long-eared Bat	2013	Bats	Mammals	Threatened
Essex	Myotis sodalis	Indiana Bat	2004	Bats	Mammals	Endangered
Essex	Perimyotis subflavus	Tri-colored Bat	NA	Bats	Mammals	not listed
Essex	Sylvilagus transitionalis	New England Cottontail	NA	Rabbits and Hares	Mammals	Special Concern
Essex	Margaritifera margaritifera	Eastern Pearlshell	1996	Freshwater Mussels	Mussels and Clams	not listed
Essex	Potamilus alatus	Pink Heelsplitter	2000	Freshwater Mussels	Mussels and Clams	not listed
Essex	Plestiodon fasciatus	Five-lined Skink	1999	Lizards	Reptiles	Game with no open season
Essex	Coluber constrictor	Racer	1999	Snakes	Reptiles	Game with no open season
Essex	Crotalus horridus	Timber Rattlesnake	2011	Snakes	Reptiles	Threatened
Essex	Diadophis punctatus	Ring-necked Snake	1999	Snakes	Reptiles	Game with no open season
Essex	Lampropeltis triangulum	Milksnake	1999	Snakes	Reptiles	Game with no open season
Essex	Nerodia sipedon	Northern Watersnake	1999	Snakes	Reptiles	Game with no open season
Essex	Opheodrys vernalis	Smooth Green Snake	1999	Snakes	Reptiles	Game with no open season
Essex	Storeria dekayi	Dekay's Brownsnake	1999	Snakes	Reptiles	Game with no open season
Essex	Storeria occipitomaculata	Red-bellied Snake	1999	Snakes	Reptiles	Game with no open season
Essex	Thamnophis sauritus	Eastern Ribbonsnake	1999	Snakes	Reptiles	Game with no open season
Essex	Thamnophis sirtalis	Common Gartersnake	1999	Snakes	Reptiles	Game with no open season
Essex	Apalone spinifera	Spiny Softshell	NA	Turtles	Reptiles	Special Concern
Essex	Chelydra serpentina	Snapping Turtle	1999	Turtles	Reptiles	Game with open season
Essex	Chrysemys picta	Painted Turtle	1999	Turtles	Reptiles	Game with no open season
Essex	Glyptemys insculpta	Wood Turtle	1999	Turtles	Reptiles	Special Concern
Essex	Graptemys geographica	Common Map Turtle	1999	Turtles	Reptiles	Game with no open season
Essex	Sternotherus odoratus	Common Musk Turtle	1999	Turtles	Reptiles	Game with no open season
Essex	Floodplain forest	Floodplain Forest	2008	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Essex	Silver maple-ash swamp	Silver Maple-Ash Swamp	1990	Forested Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Essex	Black spruce-tamarack bog	Black Spruce-Tamarack Bog	2014	Forested Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Northern white cedar swamp	Northern White Cedar Swamp	2009	Forested Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Red maple-tamarack peat swamp	Red Maple-Tamarack Peat Swamp	2008	Forested Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Cobble shore wet meadow	Cobble Shore Wet Meadow	1997	Open Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Essex	Deep emergent marsh	Deep Emergent Marsh	1995	Open Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Essex	Inland calcareous lake shore	Inland Calcareous Lake Shore	1997	Open Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Essex	Shallow emergent marsh	Shallow Emergent Marsh	1988	Open Mineral Soil Wetlands	Freshwater Nontidal Wetlands	not applicable
Essex	Alpine sliding fen	Alpine Sliding Fen	1997	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Dwarf shrub bog	Dwarf Shrub Bog	2014	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Inland poor fen	Inland Poor Fen	2014	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Medium fen	Medium Fen	2014	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Rich graminoid fen	Rich Graminoid Fen	1997	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Sedge meadow	Sedge Meadow	2014	Open Peatlands	Freshwater Nontidal Wetlands	not applicable
Essex	Eutrophic pond	Eutrophic Pond	1996	Natural Lakes and Ponds	Lakes and Ponds	not applicable
Essex	Mesotrophic dimictic lake	Mesotrophic Dimictic Lake	1996	Natural Lakes and Ponds	Lakes and Ponds	not applicable
Essex	Oligotrophic dimictic lake	Oligotrophic Dimictic Lake	1998	Natural Lakes and Ponds	Lakes and Ponds	not applicable
